"","Date","Country.Region","CRPS","Province.State","Lat","Long","confirmed","deaths","recovered"
"49",2020-01-22,"US","Tennessee, US","Tennessee",35.1452031975258,-84.3332854012371,0,0,0
"50",2020-01-22,"US","Texas, US","Texas",31.4132946653906,-97.8823415048828,0,0,0
"51",2020-01-22,"US","Utah, US","Utah",37.0777703458064,-104.396308670968,0,0,0
"52",2020-01-22,"US","Vermont, US","Vermont",38.63955882375,-63.5988331175,0,0,0
"53",2020-01-22,"US","Virgin Islands, US","Virgin Islands",18.3358,-64.8963,0,0,0
"54",2020-01-22,"US","Virginia, US","Virginia",37.0096147648889,-77.3505456352593,0,0,0
"55",2020-01-22,"US","Washington, US","Washington",44.929699277561,-114.830477956098,1,0,0
"56",2020-01-22,"US","West Virginia, US","West Virginia",37.4523500678947,-77.7887718987719,0,0,0
"57",2020-01-22,"US","Wisconsin, US","Wisconsin",43.1952747517568,-87.3710075490541,0,0,0
"58",2020-01-22,"US","Wyoming, US","Wyoming",39.6399346648,-98.580982828,0,0,0
"59",2020-01-23,"US","Alabama, US","Alabama",31.9311128071014,-84.1967854963768,0,0,0
"60",2020-01-23,"US","Alaska, US","Alaska",56.3735444048387,-136.429655945161,0,0,0
"61",2020-01-23,"US","American Samoa, US","American Samoa",-14.271,-170.132,0,0,0
"62",2020-01-23,"US","Arizona, US","Arizona",29.7140326252941,-98.3499107,0,0,0
"63",2020-01-23,"US","Arkansas, US","Arkansas",34.0050870684416,-90.033095715974,0,0,0
"64",2020-01-23,"US","California, US","California",36.5824962578333,-116.704307691667,0,0,0
"65",2020-01-23,"US","Colorado, US","Colorado",37.755611605,-102.289687233333,0,0,0
"66",2020-01-23,"US","Connecticut, US","Connecticut",33.290944112,-58.125463743,0,0,0
"67",2020-01-23,"US","Delaware, US","Delaware",23.465566094,-45.319942474,0,0,0
"68",2020-01-23,"US","Diamond Princess, US","Diamond Princess",0,0,0,0,0
"69",2020-01-23,"US","District of Columbia, US","District of Columbia",12.9680592433333,-25.67218664,0,0,0
"70",2020-01-23,"US","Florida, US","Florida",28.1018924188406,-80.3036208973913,0,0,0
"71",2020-01-23,"US","Georgia, US","Georgia",32.4009727393168,-82.5392009829193,0,0,0
"72",2020-01-23,"US","Grand Princess, US","Grand Princess",0,0,0,0,0
"73",2020-01-23,"US","Guam, US","Guam",13.4443,144.7937,0,0,0
"74",2020-01-23,"US","Hawaii, US","Hawaii",15.0202021471429,-112.373740342857,0,0,0
"75",2020-01-23,"US","Idaho, US","Idaho",42.3389055515217,-109.483597747826,0,0,0
"76",2020-01-23,"US","Illinois, US","Illinois",39.0773942839423,-87.4633621836538,0,0,0
"77",2020-01-23,"US","Indiana, US","Indiana",38.9897499068085,-84.3841308225532,0,0,0
"78",2020-01-23,"US","Iowa, US","Iowa",41.1976345775248,-91.6147170586139,0,0,0
"79",2020-01-23,"US","Kansas, US","Kansas",37.7660260202804,-96.2511954286916,0,0,0
"80",2020-01-23,"US","Kentucky, US","Kentucky",37.0053873934426,-83.8031710996721,0,0,0
"81",2020-01-23,"US","Louisiana, US","Louisiana",30.1502326142424,-89.041635545303,0,0,0
"82",2020-01-23,"US","Maine, US","Maine",39.7223896944444,-61.7989054472222,0,0,0
"83",2020-01-23,"US","Maryland, US","Maryland",36.013772945,-70.7773547157692,0,0,0
"84",2020-01-23,"US","Massachusetts, US","Massachusetts",37.1173028770588,-63.0162959652941,0,0,0
"85",2020-01-23,"US","Michigan, US","Michigan",42.0186260626437,-81.2652957406897,0,0,0
"86",2020-01-23,"US","Minnesota, US","Minnesota",44.528372238427,-92.3089091386517,0,0,0
"87",2020-01-23,"US","Mississippi, US","Mississippi",32.011947362619,-87.511303757619,0,0,0
"88",2020-01-23,"US","Missouri, US","Missouri",37.8049553073729,-90.9316989713559,0,0,0
"89",2020-01-23,"US","Montana, US","Montana",45.3548741963793,-105.917622644828,0,0,0
"90",2020-01-23,"US","Nebraska, US","Nebraska",40.451862422,-96.953980387579,0,0,0
"91",2020-01-23,"US","Nevada, US","Nevada",35.1237865610526,-105.188836321053,0,0,0
"92",2020-01-23,"US","New Hampshire, US","New Hampshire",36.2324773966667,-59.6480472541667,0,0,0
"93",2020-01-23,"US","New Jersey, US","New Jersey",36.783272136087,-68.133541043913,0,0,0
"94",2020-01-23,"US","New Mexico, US","New Mexico",32.5751098942857,-99.8364155571429,0,0,0
"95",2020-01-23,"US","New York, US","New York",41.2146466040625,-73.115615079375,0,0,0
"96",2020-01-23,"US","North Carolina, US","North Carolina",34.9256957941176,-77.9422536662745,0,0,0
"97",2020-01-23,"US","North Dakota, US","North Dakota",45.6701064832727,-96.6039609470909,0,0,0
"98",2020-01-23,"US","Northern Mariana Islands, US","Northern Mariana Islands",7.54895,72.83695,0,0,0
"99",2020-01-23,"US","Ohio, US","Ohio",39.4148771504444,-80.994621162,0,0,0
"100",2020-01-23,"US","Oklahoma, US","Oklahoma",34.6031317822785,-94.7893388192405,0,0,0
"101",2020-01-23,"US","Oregon, US","Oregon",42.1506953760526,-115.083397513158,0,0,0
"102",2020-01-23,"US","Pennsylvania, US","Pennsylvania",39.6349456488406,-75.3655984808696,0,0,0
"103",2020-01-23,"US","Puerto Rico, US","Puerto Rico",18.2208,-66.5901,0,0,0
"104",2020-01-23,"US","Rhode Island, US","Rhode Island",29.7536729328571,-51.0457893557143,0,0,0
"105",2020-01-23,"US","South Carolina, US","South Carolina",32.5425774589583,-77.6090913716667,0,0,0
"106",2020-01-23,"US","South Dakota, US","South Dakota",42.9705568411765,-96.3897351192647,0,0,0
"107",2020-01-23,"US","Tennessee, US","Tennessee",35.1452031975258,-84.3332854012371,0,0,0
"108",2020-01-23,"US","Texas, US","Texas",31.4132946653906,-97.8823415048828,0,0,0
"109",2020-01-23,"US","Utah, US","Utah",37.0777703458064,-104.396308670968,0,0,0
"110",2020-01-23,"US","Vermont, US","Vermont",38.63955882375,-63.5988331175,0,0,0
"111",2020-01-23,"US","Virgin Islands, US","Virgin Islands",18.3358,-64.8963,0,0,0
"112",2020-01-23,"US","Virginia, US","Virginia",37.0096147648889,-77.3505456352593,0,0,0
"113",2020-01-23,"US","Washington, US","Washington",44.929699277561,-114.830477956098,1,0,0
"114",2020-01-23,"US","West Virginia, US","West Virginia",37.4523500678947,-77.7887718987719,0,0,0
"115",2020-01-23,"US","Wisconsin, US","Wisconsin",43.1952747517568,-87.3710075490541,0,0,0
"116",2020-01-23,"US","Wyoming, US","Wyoming",39.6399346648,-98.580982828,0,0,0
"117",2020-01-24,"US","Alabama, US","Alabama",31.9311128071014,-84.1967854963768,0,0,0
"118",2020-01-24,"US","Alaska, US","Alaska",56.3735444048387,-136.429655945161,0,0,0
"119",2020-01-24,"US","American Samoa, US","American Samoa",-14.271,-170.132,0,0,0
"120",2020-01-24,"US","Arizona, US","Arizona",29.7140326252941,-98.3499107,0,0,0
"121",2020-01-24,"US","Arkansas, US","Arkansas",34.0050870684416,-90.033095715974,0,0,0
"122",2020-01-24,"US","California, US","California",36.5824962578333,-116.704307691667,0,0,0
"123",2020-01-24,"US","Colorado, US","Colorado",37.755611605,-102.289687233333,0,0,0
"124",2020-01-24,"US","Connecticut, US","Connecticut",33.290944112,-58.125463743,0,0,0
"125",2020-01-24,"US","Delaware, US","Delaware",23.465566094,-45.319942474,0,0,0
"126",2020-01-24,"US","Diamond Princess, US","Diamond Princess",0,0,0,0,0
"127",2020-01-24,"US","District of Columbia, US","District of Columbia",12.9680592433333,-25.67218664,0,0,0
"128",2020-01-24,"US","Florida, US","Florida",28.1018924188406,-80.3036208973913,0,0,0
"129",2020-01-24,"US","Georgia, US","Georgia",32.4009727393168,-82.5392009829193,0,0,0
"130",2020-01-24,"US","Grand Princess, US","Grand Princess",0,0,0,0,0
"131",2020-01-24,"US","Guam, US","Guam",13.4443,144.7937,0,0,0
"132",2020-01-24,"US","Hawaii, US","Hawaii",15.0202021471429,-112.373740342857,0,0,0
"133",2020-01-24,"US","Idaho, US","Idaho",42.3389055515217,-109.483597747826,0,0,0
"134",2020-01-24,"US","Illinois, US","Illinois",39.0773942839423,-87.4633621836538,1,0,0
"135",2020-01-24,"US","Indiana, US","Indiana",38.9897499068085,-84.3841308225532,0,0,0
"136",2020-01-24,"US","Iowa, US","Iowa",41.1976345775248,-91.6147170586139,0,0,0
"137",2020-01-24,"US","Kansas, US","Kansas",37.7660260202804,-96.2511954286916,0,0,0
"138",2020-01-24,"US","Kentucky, US","Kentucky",37.0053873934426,-83.8031710996721,0,0,0
"139",2020-01-24,"US","Louisiana, US","Louisiana",30.1502326142424,-89.041635545303,0,0,0
"140",2020-01-24,"US","Maine, US","Maine",39.7223896944444,-61.7989054472222,0,0,0
"141",2020-01-24,"US","Maryland, US","Maryland",36.013772945,-70.7773547157692,0,0,0
"142",2020-01-24,"US","Massachusetts, US","Massachusetts",37.1173028770588,-63.0162959652941,0,0,0
"143",2020-01-24,"US","Michigan, US","Michigan",42.0186260626437,-81.2652957406897,0,0,0
"144",2020-01-24,"US","Minnesota, US","Minnesota",44.528372238427,-92.3089091386517,0,0,0
"145",2020-01-24,"US","Mississippi, US","Mississippi",32.011947362619,-87.511303757619,0,0,0
"146",2020-01-24,"US","Missouri, US","Missouri",37.8049553073729,-90.9316989713559,0,0,0
"147",2020-01-24,"US","Montana, US","Montana",45.3548741963793,-105.917622644828,0,0,0
"148",2020-01-24,"US","Nebraska, US","Nebraska",40.451862422,-96.953980387579,0,0,0
"149",2020-01-24,"US","Nevada, US","Nevada",35.1237865610526,-105.188836321053,0,0,0
"150",2020-01-24,"US","New Hampshire, US","New Hampshire",36.2324773966667,-59.6480472541667,0,0,0
"151",2020-01-24,"US","New Jersey, US","New Jersey",36.783272136087,-68.133541043913,0,0,0
"152",2020-01-24,"US","New Mexico, US","New Mexico",32.5751098942857,-99.8364155571429,0,0,0
"153",2020-01-24,"US","New York, US","New York",41.2146466040625,-73.115615079375,0,0,0
"154",2020-01-24,"US","North Carolina, US","North Carolina",34.9256957941176,-77.9422536662745,0,0,0
"155",2020-01-24,"US","North Dakota, US","North Dakota",45.6701064832727,-96.6039609470909,0,0,0
"156",2020-01-24,"US","Northern Mariana Islands, US","Northern Mariana Islands",7.54895,72.83695,0,0,0
"157",2020-01-24,"US","Ohio, US","Ohio",39.4148771504444,-80.994621162,0,0,0
"158",2020-01-24,"US","Oklahoma, US","Oklahoma",34.6031317822785,-94.7893388192405,0,0,0
"159",2020-01-24,"US","Oregon, US","Oregon",42.1506953760526,-115.083397513158,0,0,0
"160",2020-01-24,"US","Pennsylvania, US","Pennsylvania",39.6349456488406,-75.3655984808696,0,0,0
"161",2020-01-24,"US","Puerto Rico, US","Puerto Rico",18.2208,-66.5901,0,0,0
"162",2020-01-24,"US","Rhode Island, US","Rhode Island",29.7536729328571,-51.0457893557143,0,0,0
"163",2020-01-24,"US","South Carolina, US","South Carolina",32.5425774589583,-77.6090913716667,0,0,0
"164",2020-01-24,"US","South Dakota, US","South Dakota",42.9705568411765,-96.3897351192647,0,0,0
"165",2020-01-24,"US","Tennessee, US","Tennessee",35.1452031975258,-84.3332854012371,0,0,0
"166",2020-01-24,"US","Texas, US","Texas",31.4132946653906,-97.8823415048828,0,0,0
"167",2020-01-24,"US","Utah, US","Utah",37.0777703458064,-104.396308670968,0,0,0
"168",2020-01-24,"US","Vermont, US","Vermont",38.63955882375,-63.5988331175,0,0,0
"169",2020-01-24,"US","Virgin Islands, US","Virgin Islands",18.3358,-64.8963,0,0,0
"170",2020-01-24,"US","Virginia, US","Virginia",37.0096147648889,-77.3505456352593,0,0,0
"171",2020-01-24,"US","Washington, US","Washington",44.929699277561,-114.830477956098,1,0,0
"172",2020-01-24,"US","West Virginia, US","West Virginia",37.4523500678947,-77.7887718987719,0,0,0
"173",2020-01-24,"US","Wisconsin, US","Wisconsin",43.1952747517568,-87.3710075490541,0,0,0
"174",2020-01-24,"US","Wyoming, US","Wyoming",39.6399346648,-98.580982828,0,0,0
"175",2020-01-25,"US","Alabama, US","Alabama",31.9311128071014,-84.1967854963768,0,0,0
"176",2020-01-25,"US","Alaska, US","Alaska",56.3735444048387,-136.429655945161,0,0,0
"177",2020-01-25,"US","American Samoa, US","American Samoa",-14.271,-170.132,0,0,0
"178",2020-01-25,"US","Arizona, US","Arizona",29.7140326252941,-98.3499107,0,0,0
"179",2020-01-25,"US","Arkansas, US","Arkansas",34.0050870684416,-90.033095715974,0,0,0
"180",2020-01-25,"US","California, US","California",36.5824962578333,-116.704307691667,0,0,0
"181",2020-01-25,"US","Colorado, US","Colorado",37.755611605,-102.289687233333,0,0,0
"182",2020-01-25,"US","Connecticut, US","Connecticut",33.290944112,-58.125463743,0,0,0
"183",2020-01-25,"US","Delaware, US","Delaware",23.465566094,-45.319942474,0,0,0
"184",2020-01-25,"US","Diamond Princess, US","Diamond Princess",0,0,0,0,0
"185",2020-01-25,"US","District of Columbia, US","District of Columbia",12.9680592433333,-25.67218664,0,0,0
"186",2020-01-25,"US","Florida, US","Florida",28.1018924188406,-80.3036208973913,0,0,0
"187",2020-01-25,"US","Georgia, US","Georgia",32.4009727393168,-82.5392009829193,0,0,0
"188",2020-01-25,"US","Grand Princess, US","Grand Princess",0,0,0,0,0
"189",2020-01-25,"US","Guam, US","Guam",13.4443,144.7937,0,0,0
"190",2020-01-25,"US","Hawaii, US","Hawaii",15.0202021471429,-112.373740342857,0,0,0
"191",2020-01-25,"US","Idaho, US","Idaho",42.3389055515217,-109.483597747826,0,0,0
"192",2020-01-25,"US","Illinois, US","Illinois",39.0773942839423,-87.4633621836538,1,0,0
"193",2020-01-25,"US","Indiana, US","Indiana",38.9897499068085,-84.3841308225532,0,0,0
"194",2020-01-25,"US","Iowa, US","Iowa",41.1976345775248,-91.6147170586139,0,0,0
"195",2020-01-25,"US","Kansas, US","Kansas",37.7660260202804,-96.2511954286916,0,0,0
"196",2020-01-25,"US","Kentucky, US","Kentucky",37.0053873934426,-83.8031710996721,0,0,0
"197",2020-01-25,"US","Louisiana, US","Louisiana",30.1502326142424,-89.041635545303,0,0,0
"198",2020-01-25,"US","Maine, US","Maine",39.7223896944444,-61.7989054472222,0,0,0
"199",2020-01-25,"US","Maryland, US","Maryland",36.013772945,-70.7773547157692,0,0,0
"200",2020-01-25,"US","Massachusetts, US","Massachusetts",37.1173028770588,-63.0162959652941,0,0,0
"201",2020-01-25,"US","Michigan, US","Michigan",42.0186260626437,-81.2652957406897,0,0,0
"202",2020-01-25,"US","Minnesota, US","Minnesota",44.528372238427,-92.3089091386517,0,0,0
"203",2020-01-25,"US","Mississippi, US","Mississippi",32.011947362619,-87.511303757619,0,0,0
"204",2020-01-25,"US","Missouri, US","Missouri",37.8049553073729,-90.9316989713559,0,0,0
"205",2020-01-25,"US","Montana, US","Montana",45.3548741963793,-105.917622644828,0,0,0
"206",2020-01-25,"US","Nebraska, US","Nebraska",40.451862422,-96.953980387579,0,0,0
"207",2020-01-25,"US","Nevada, US","Nevada",35.1237865610526,-105.188836321053,0,0,0
"208",2020-01-25,"US","New Hampshire, US","New Hampshire",36.2324773966667,-59.6480472541667,0,0,0
"209",2020-01-25,"US","New Jersey, US","New Jersey",36.783272136087,-68.133541043913,0,0,0
"210",2020-01-25,"US","New Mexico, US","New Mexico",32.5751098942857,-99.8364155571429,0,0,0
"211",2020-01-25,"US","New York, US","New York",41.2146466040625,-73.115615079375,0,0,0
"212",2020-01-25,"US","North Carolina, US","North Carolina",34.9256957941176,-77.9422536662745,0,0,0
"213",2020-01-25,"US","North Dakota, US","North Dakota",45.6701064832727,-96.6039609470909,0,0,0
"214",2020-01-25,"US","Northern Mariana Islands, US","Northern Mariana Islands",7.54895,72.83695,0,0,0
"215",2020-01-25,"US","Ohio, US","Ohio",39.4148771504444,-80.994621162,0,0,0
"216",2020-01-25,"US","Oklahoma, US","Oklahoma",34.6031317822785,-94.7893388192405,0,0,0
"217",2020-01-25,"US","Oregon, US","Oregon",42.1506953760526,-115.083397513158,0,0,0
"218",2020-01-25,"US","Pennsylvania, US","Pennsylvania",39.6349456488406,-75.3655984808696,0,0,0
"219",2020-01-25,"US","Puerto Rico, US","Puerto Rico",18.2208,-66.5901,0,0,0
"220",2020-01-25,"US","Rhode Island, US","Rhode Island",29.7536729328571,-51.0457893557143,0,0,0
"221",2020-01-25,"US","South Carolina, US","South Carolina",32.5425774589583,-77.6090913716667,0,0,0
"222",2020-01-25,"US","South Dakota, US","South Dakota",42.9705568411765,-96.3897351192647,0,0,0
"223",2020-01-25,"US","Tennessee, US","Tennessee",35.1452031975258,-84.3332854012371,0,0,0
"224",2020-01-25,"US","Texas, US","Texas",31.4132946653906,-97.8823415048828,0,0,0
"225",2020-01-25,"US","Utah, US","Utah",37.0777703458064,-104.396308670968,0,0,0
"226",2020-01-25,"US","Vermont, US","Vermont",38.63955882375,-63.5988331175,0,0,0
"227",2020-01-25,"US","Virgin Islands, US","Virgin Islands",18.3358,-64.8963,0,0,0
"228",2020-01-25,"US","Virginia, US","Virginia",37.0096147648889,-77.3505456352593,0,0,0
"229",2020-01-25,"US","Washington, US","Washington",44.929699277561,-114.830477956098,1,0,0
"230",2020-01-25,"US","West Virginia, US","West Virginia",37.4523500678947,-77.7887718987719,0,0,0
"231",2020-01-25,"US","Wisconsin, US","Wisconsin",43.1952747517568,-87.3710075490541,0,0,0
"232",2020-01-25,"US","Wyoming, US","Wyoming",39.6399346648,-98.580982828,0,0,0
"233",2020-01-26,"US","Alabama, US","Alabama",31.9311128071014,-84.1967854963768,0,0,0
"234",2020-01-26,"US","Alaska, US","Alaska",56.3735444048387,-136.429655945161,0,0,0
"235",2020-01-26,"US","American Samoa, US","American Samoa",-14.271,-170.132,0,0,0
"236",2020-01-26,"US","Arizona, US","Arizona",29.7140326252941,-98.3499107,1,0,0
"237",2020-01-26,"US","Arkansas, US","Arkansas",34.0050870684416,-90.033095715974,0,0,0
"238",2020-01-26,"US","California, US","California",36.5824962578333,-116.704307691667,2,0,0
"239",2020-01-26,"US","Colorado, US","Colorado",37.755611605,-102.289687233333,0,0,0
"240",2020-01-26,"US","Connecticut, US","Connecticut",33.290944112,-58.125463743,0,0,0
"241",2020-01-26,"US","Delaware, US","Delaware",23.465566094,-45.319942474,0,0,0
"242",2020-01-26,"US","Diamond Princess, US","Diamond Princess",0,0,0,0,0
"243",2020-01-26,"US","District of Columbia, US","District of Columbia",12.9680592433333,-25.67218664,0,0,0
"244",2020-01-26,"US","Florida, US","Florida",28.1018924188406,-80.3036208973913,0,0,0
"245",2020-01-26,"US","Georgia, US","Georgia",32.4009727393168,-82.5392009829193,0,0,0
"246",2020-01-26,"US","Grand Princess, US","Grand Princess",0,0,0,0,0
"247",2020-01-26,"US","Guam, US","Guam",13.4443,144.7937,0,0,0
"248",2020-01-26,"US","Hawaii, US","Hawaii",15.0202021471429,-112.373740342857,0,0,0
"249",2020-01-26,"US","Idaho, US","Idaho",42.3389055515217,-109.483597747826,0,0,0
"250",2020-01-26,"US","Illinois, US","Illinois",39.0773942839423,-87.4633621836538,1,0,0
"251",2020-01-26,"US","Indiana, US","Indiana",38.9897499068085,-84.3841308225532,0,0,0
"252",2020-01-26,"US","Iowa, US","Iowa",41.1976345775248,-91.6147170586139,0,0,0
"253",2020-01-26,"US","Kansas, US","Kansas",37.7660260202804,-96.2511954286916,0,0,0
"254",2020-01-26,"US","Kentucky, US","Kentucky",37.0053873934426,-83.8031710996721,0,0,0
"255",2020-01-26,"US","Louisiana, US","Louisiana",30.1502326142424,-89.041635545303,0,0,0
"256",2020-01-26,"US","Maine, US","Maine",39.7223896944444,-61.7989054472222,0,0,0
"257",2020-01-26,"US","Maryland, US","Maryland",36.013772945,-70.7773547157692,0,0,0
"258",2020-01-26,"US","Massachusetts, US","Massachusetts",37.1173028770588,-63.0162959652941,0,0,0
"259",2020-01-26,"US","Michigan, US","Michigan",42.0186260626437,-81.2652957406897,0,0,0
"260",2020-01-26,"US","Minnesota, US","Minnesota",44.528372238427,-92.3089091386517,0,0,0
"261",2020-01-26,"US","Mississippi, US","Mississippi",32.011947362619,-87.511303757619,0,0,0
"262",2020-01-26,"US","Missouri, US","Missouri",37.8049553073729,-90.9316989713559,0,0,0
"263",2020-01-26,"US","Montana, US","Montana",45.3548741963793,-105.917622644828,0,0,0
"264",2020-01-26,"US","Nebraska, US","Nebraska",40.451862422,-96.953980387579,0,0,0
"265",2020-01-26,"US","Nevada, US","Nevada",35.1237865610526,-105.188836321053,0,0,0
"266",2020-01-26,"US","New Hampshire, US","New Hampshire",36.2324773966667,-59.6480472541667,0,0,0
"267",2020-01-26,"US","New Jersey, US","New Jersey",36.783272136087,-68.133541043913,0,0,0
"268",2020-01-26,"US","New Mexico, US","New Mexico",32.5751098942857,-99.8364155571429,0,0,0
"269",2020-01-26,"US","New York, US","New York",41.2146466040625,-73.115615079375,0,0,0
"270",2020-01-26,"US","North Carolina, US","North Carolina",34.9256957941176,-77.9422536662745,0,0,0
"271",2020-01-26,"US","North Dakota, US","North Dakota",45.6701064832727,-96.6039609470909,0,0,0
"272",2020-01-26,"US","Northern Mariana Islands, US","Northern Mariana Islands",7.54895,72.83695,0,0,0
"273",2020-01-26,"US","Ohio, US","Ohio",39.4148771504444,-80.994621162,0,0,0
"274",2020-01-26,"US","Oklahoma, US","Oklahoma",34.6031317822785,-94.7893388192405,0,0,0
"275",2020-01-26,"US","Oregon, US","Oregon",42.1506953760526,-115.083397513158,0,0,0
"276",2020-01-26,"US","Pennsylvania, US","Pennsylvania",39.6349456488406,-75.3655984808696,0,0,0
"277",2020-01-26,"US","Puerto Rico, US","Puerto Rico",18.2208,-66.5901,0,0,0
"278",2020-01-26,"US","Rhode Island, US","Rhode Island",29.7536729328571,-51.0457893557143,0,0,0
"279",2020-01-26,"US","South Carolina, US","South Carolina",32.5425774589583,-77.6090913716667,0,0,0
"280",2020-01-26,"US","South Dakota, US","South Dakota",42.9705568411765,-96.3897351192647,0,0,0
"281",2020-01-26,"US","Tennessee, US","Tennessee",35.1452031975258,-84.3332854012371,0,0,0
"282",2020-01-26,"US","Texas, US","Texas",31.4132946653906,-97.8823415048828,0,0,0
"283",2020-01-26,"US","Utah, US","Utah",37.0777703458064,-104.396308670968,0,0,0
"284",2020-01-26,"US","Vermont, US","Vermont",38.63955882375,-63.5988331175,0,0,0
"285",2020-01-26,"US","Virgin Islands, US","Virgin Islands",18.3358,-64.8963,0,0,0
"286",2020-01-26,"US","Virginia, US","Virginia",37.0096147648889,-77.3505456352593,0,0,0
"287",2020-01-26,"US","Washington, US","Washington",44.929699277561,-114.830477956098,1,0,0
"288",2020-01-26,"US","West Virginia, US","West Virginia",37.4523500678947,-77.7887718987719,0,0,0
"289",2020-01-26,"US","Wisconsin, US","Wisconsin",43.1952747517568,-87.3710075490541,0,0,0
"290",2020-01-26,"US","Wyoming, US","Wyoming",39.6399346648,-98.580982828,0,0,0
"291",2020-01-27,"US","Alabama, US","Alabama",31.9311128071014,-84.1967854963768,0,0,0
"292",2020-01-27,"US","Alaska, US","Alaska",56.3735444048387,-136.429655945161,0,0,0
